4.750015	36.87933	TR:In the recent anthology from Harper Collins Press, so if you're interested in a character you can find out a little bit more about it. About her rather. "Witnessing the vernacular project", Alma said into the microphone, ''<i>The Black Back-ups</i>, by Kate Rushin. She stepped around the table, a stack of photocopies held lightly in her arm and, smiling now, she divided the pile among several people sitting in the first row of chairs in the small lecture hall, indicating that each should take a copy and pass the rest on.
4.750015	1079.160708	SP:Sherley Anne Williams
37.599838	57.106922	TR:Had "project" sounded a little pretentious, she wondered. She had rejected aspects of the vernacular as conventional beyond bearing. 'Too white boy,' Thelma had called it and 'vernacular element-- elements' had sounded well, too elementary, especially before this audience of literary scholars.
57.106922	75.199675	TR:There had been no cries of outrage when she announced her title of course-- Alma had the grace to laugh at herself-- but, she observed silently, there had been no other reactions either. She resumed her seat behind the table with the other panelists, folded her hands atop it and looked out at the audience, saying nothing. 
75.199675	94.253106	TR:It wasn't unheard of for historians to talk about poetry and culture. Though, Alma admitted, they usually did so uninvited by literary scholars, who seemed at this blush anyway to be less territorial than historians-- which Alma was, and apparently better known than she thought-- or philosophers for that matter.
94.46659	120.7251	TR:Still, the invitation to talk about the vernacular, common everyday speech, and Afro-American culture at a national conference on Afro-American poetry had come as a surprise to her. She was a Victorianist by training and Afro-Americanist almost by default. Of course, much of her work on the Diaspora was drawn from unwritten sources, oral tellings, a so-called vernacular source.
120.7251	142.980788	TR:Her lips twisted wryly, vernacular was from the Latin word <i>vernaculus</i>, meaning "domestic". According to Webster, its root word <i>verna</i> meant home-born slave. The African sources of her work were not from slaves, their language was not common or every day, though it was spoken and in some cases never written down until she transcribed it.
142.980788	168.22525	TR:Only wealthy Africans or those otherwise renowned were named in the accounts passed on by word-of-mouth and retold and sung in each generation. Oral culture would always come out on the short end of the stick when pitted against written records, Alma thought glumly. It was only a poem because it was written. If it didn't work on the page, it didn't work at all. If it could not be recorded, it didn't exist beyond the moment.
168.22525	192.882631	TR:The only thing, Alma thought again, that had saved "negros" from extinction was radio and records, which would also be the instrument of our destruction, for hadn't records especially laid bare the very heart of the culture for every enterprising white boy in the world to bleed? "Negro" was the common everyday speech of America, and any poetry that called itself African American couldn't help but be steeped in it.
192.882631	218.981028	TR:Vernacular in that old sense, was an apt description of New World Africans, those Afro-Brazilians and Afro-Cubans, Afro-Americans descended from the kidnapped and enslaved: <i>verna</i>, home-born slave, and thus the continuing binary between slave and master. Seemed to make little difference that they were also descended from the slave owners too, as well as the slave, by culture if not by actual blood.
218.981028	243.264812	TR:Her history, the very intellectual tradition in which she labored, always came back to slavery. And, historian though she was, Alma was tired of slavery. Took too much time in the conversation to review the century-old horrors, but one could not assume that everyone knew them or understood that slavery affected people's lives long after its abolition. Thank goodness this audience would know all that.
243.264812	266.374436	TR:Still, no one in it had yet spoken. Alma looked down at the paper before her. "Kate Rushin, <i>The Black Back-ups</i>. This is dedicated to Mary Clayton, Cissy Hous--", and was caught as she had been on first reading by Clayton's name hearing that powerful alto bellowing "got a case of the steam ro-o-o-o-ola".
